"nombre;""rut"";""estado"";""categoria"";""tipo"";""segmentos"";""region"";""comuna"";""telefono"";""dir_comercial"";""dir_despacho"";""contacto_despacho"";""despacho"";""transportadora"";""dir_transportadora"";""compras"";""cobranzas"";""recepcion"";""marcas_propias"";""marcas_competencia"";""vendedor"""
"GERMAIN CASTILLO MARIN;""13807030-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"GERMAN EDUARDO VARAS CASTRO;""15091273-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson, Ipone"";"""";"""""
"GERMAN LYON;""12232474-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"GERMANIA SPA;""77047847-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Independencia"";"""";""AV. FERMIN VIVACETA 761, Independencia, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Sebastián Agusto"""
"GLENN ALEX BURNS DACRE;""6692529-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"GONZALO DAVID TORRES CASTILLO;""18350932-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"GONZALO NICOLAS HINOJOSA CASTILLO;""16767234-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"GONZALO SEBASTI?N VALENZUELA FUENTES;""13306027-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"GOUET Y COMPANIA LIMITADA;""76101129-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Shinko"";"""";"""""
"GRIP ZONE COMERCIALIZADORA SPA;""77418648-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"GRUPO ANDINA INVERSIONES SPA;""77263833-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"GR?FICA MAGUILA LIMITADA;""76289893-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Motoz, Monkey"";"""";"""""
"GUILLERMO ANDRES TORRES ULLOA;""13341657-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson, Ipone, Monkey"";"""";"""""
"GUNAPURNA SPA;""77383771-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Motoz"";"""";"""""
"GUSTAVO ADOLFO SOTO REYES;""16701723-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"GUSTAVO ORELLANA;""15722012-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"GYP MOTOS;""76401911-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Biobío"";""Concepcion"";"""";""Paicavi 1924, Concepcion, Biobío"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Motoz, Shinko, Monkey"";"""";""Claudio Leclerc"""
"HECTOR ANER OGAZ ROJAS COMERCIAL EIRL;""76798367-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"HECTOR ANTONIO RAMIREZ VASQUEZ;""12607745-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Motoz, Shinko"";"""";"""""
"HECTOR HERNAN PARADIS BARRIENTOS;""10320285-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Motoz"";"""";"""""
"HENRY ALEXIS OJEDA LEIVA;""17657561-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey"";"""";""Claudio Leclerc"""
"Henyumak motos spa;""77856806-3"";""Cliente"";""3"";""Tienda de repuestos"";""Tienda"";""Tarapacá"";""Antofagasta"";""+56 9 8254 2870"";""Edmundo Pérez Zujovic 7330 7330, Antofagasta, Tarapacá"";"""";"""";""Retiro en tienda"";"""";"""";""HENRY BERENGUELA"";"""";"""";"""";"""";"""""
"HENYUMAK MOTOS SPA;""77856806-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"HERENCIA RIDES SPA;""77044799-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"HERNAN ANDRES ALVAYAY JOERGES, TALLER PARA VEHICUL;""76124823-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson, Motoz, Monkey"";"""";"""""
"HERNAN FERREIRA PRODUCCIONES SPA;""76255968-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson, Ipone, Shinko"";"""";"""""
"HERWIN ERNESTO VARAS GARRIDO;""12401209-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"HIGH QUALITY MOTORS LIMITADA;""76553045-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"HIPERMARC S. A.;""96621750-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"HONDA MOTOR DE CHILE SA;""96870620-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Gibson, Motoz, Shinko"";"""";"""""
"HPPLUS SPA;""76868912-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"HUASO CHOPPERS SPA;""77233881-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"I.E.F. CHILE SPA;""76014315-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"IGNACIO ALFONSO FUENTEALBA TORRES;""19597920-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"IGNACIO CORTES;""19767572-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"IGNACIO MUÑOZ RIVAS MOTOS EIRL;""76605847-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"IMPORTADORA ATV-STORE SPA;""76978355-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey"";"""";""Claudio Leclerc"""
"IMPORTADORA CORSE SPA;""76923897-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56229553061"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"IMPORTADORA DOFREX STORE SPA;""77381017-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Lo Espejo"";""+56964674554"";""PEDRO ADOLFO LOPEZ MATEO 01951, Lo Espejo, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""SANDY"";"""";"""";""Ipone"";"""";"""""
"IMPORTADORA GLOBALPJ SPA;""78137004-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"IMPORTADORA OXS LIMITADA;""76224568-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"IMPORTADORA TODOMOTO SPA;""76084100-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Shinko"";"""";""Claudio Leclerc"""
"IMPORTADORA Y COMERCIALIZADORA CAR DETAILING SPA;""77305502-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"IMPORTADORA Y COMERCIALIZADORA GALLARDO PARRAGUEZA;""76809382-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""GT-Oil, Ipone, Monkey"";"""";""Claudio Leclerc"""
"IMPORTADORA Y COMERCIALIZADORA LUIS  LEYTON CORREA;""76442896-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""GT-Oil, Ipone, Monkey"";"""";"""""
"IMPORTADORA Y DISTRIBUIDORA DE REPUESTOS VIWIS SPA;""77530813-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"IMPORTADORA Y DISTRIBUIDORA DE REPUESTOS WILLIAMS;""78077926-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"IMPORTADORA Y DISTRIBUIDORA VIGA MOTOS SPA;""76776166-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Monkey"";"""";""Claudio Leclerc"""
"ingenieria y construcciones innos spa;""76853703-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Providencia"";""+56973878542"";""nueva providencia 1860, of 32, Providencia, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Motoz, Ipone"";"""";"""""
"INGENIER?A Y DISTRIBUCI?N SPA;""78226621-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"INSUMOS DE MOTO VALENTINA MORA E.I.R.L.;""77430046-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"INVERMOTO SPA;""77114811-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Shinko"";"""";"""""
"INVERSIONES DUQUE SPA;""77281917-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Sebastián Agusto"""
"INVERSIONES MADEVA SPA;""76956326-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56963943103"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"INVERSIONES MAGUILA SPA;""77907465-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Bridgestone, Motoz, Shinko"";"""";"""""
"INVERSIONES MCLAP SPA;""77308067-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson"";"""";"""""
"Inversiones nyl spa;""77584158-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Cerro Navia"";""+56920433047"";""Av. Salvador Gutierrez 6378, Cerro Navia, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""Juan"";"""";"""";""Ipone"";"""";"""""
"Inversiones NYL Spa;""77.584.158-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56920433047"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"INVERSIONES PEÑALOZA SPA;""78218196-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Florida"";""+56950764182"";""SANTA RAQUEL 10252|, La Florida, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""DAVID PEÑALOZA"";"""";"""";""Ipone"";"""";"""""
"INVERSIONES PERRO H-D SPA;""77157869-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"INVERSIONES PK SPA;""77671455-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"INVERSIONES SM SPA;""77560419-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Monkey"";"""";""Sebastián Agusto"""
"INVERSIONES VALKIRIA SPA;""76791216-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Monkey"";"""";"""""
"Inversiones y Comercializadora R&R SPA;""77.312.825-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";""O'Higgins"";""San Fernando"";""+56 9 89478668"";""Bernardo O´higgins 116 Local 11, San Fernando, O'Higgins"";"""";"""";""Retiro en tienda"";"""";"""";""Rodrigo Peña"";"""";"""";""Ipone"";"""";"""""
"INVERSIONES Y LOG?STICA FL SPA;""77062939-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Bridgestone"";"""";"""""
"INVERSIONES Y TRANSPORTES XC LIMITADA;""76052973-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Maipu"";"""";""VICENTE REYES 650, MAIPU, Maipu, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Ipone, Monkey, Motoz, Gibson, Shinko"";"""";"""""
"INVERSIONES Y&M SPA;""76963913-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"INVERSIONES ZONA ENDURO SPA;""77440947-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Shinko"";"""";""Claudio Leclerc"""
"ISAYI MOTORBIKE SPA;""77502575-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Ipone"";"""";"""""
"IVAN ALEXIS ZEPEDA ARANCIBIA;""16400916-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson, Ipone, Monkey"";"""";"""""
"IVAN FEDIUNIN;""48226093-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"IVANIA AIDA ECHEVERRIA CONTRERAS;""16077987-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"JACOB B?EZ GONZ?LEZ E.I.R.L.;""77273637-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Sebastián Agusto"""
"JACQUELINE DEL PILAR TOLEDO NUNEZ;""9175533-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""GT-Oil, Ipone"";"""";""Claudio Leclerc"""
"JAIME ANDRES ARMENGOLLI FERRER;""12868667-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Motoz"";"""";"""""
"JAPO MOTO;""77952876-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Quilicura"";""+56965348791"";""Av. Lo Marcoleta 192, Quilicura, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Sebastián Agusto"""
"JAPO MOTOS;""77.952.876-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+569 65348791"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"JAVIER ALBERTO SOTO VIVANCO;""17165840-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"JAVIER ALEJANDRO PALACIOS AVILA;""15815022-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""GT-Oil, Ipone, Monkey"";"""";"""""
"JAVIER ALEJANDRO RIGUERO DEMIERRE;""17266205-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"JAVIER ANDRES COLLAO SICKERT;""16210197-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey"";"""";"""""
"JAVIER IGLESIS BUCHANAN;""8132280-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"JAVIER IGNACIO ESPINA ROSSEL;""16129060-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Motoz, Shinko"";"""";"""""
"JAVIER ORTIZ;""10823402-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56994232018"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"JAVIER SANTIAGO VALENZUELA CORDERO;""19135355-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"JAVIERA VALENTINA VERA VALDIVIA;""17703095-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"JCJ SOLUTIONS SPA;""78338133-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56987335287"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone"";"""";"""""
"JEAN ALEXANDER ANWANDTER BRAUN;""7620965-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"JEAN DANIEL CISTERNAS PEREZ;""18688833-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"JEAN PAUL CASTRO CORNEJO;""15400906-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"JEREMY BENJAMIN LORCA CANUI?IR;""20971832-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"JJ MOTOPARTS SPA;""77983842-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Cisterna"";""+569 27350451"";""Santa Clara 18 L.18, La Cisterna, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""Jose"";"""";"""";""Monkey, Ipone"";"""";""Claudio Leclerc"""
"JJR MOTOS CHILE SPA;""76970106-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Santiago"";""+56 936401886"";""Doctor Brunner 630, Santiago, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""JESSICA"";"""";"""";""Shinko"";"""";"""""
"JOAQUIN MU?OZ;""21225370-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"JONATHAN DAZA;""19295016-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"JONATHAN EULOGIO TOBAR VALLADARES;""14383383-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"JORGE DANIEL RODRIGUEZ ARCIA;""26976058-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"Jorge Jonathan Araneda Carrasco;""17139428-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"JOSE ARAUJO;""26869719-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"JOSE ISAAC SALDIAS MARCHANT;""15164822-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"JOSE LUIS VENDER ACEVEDO;""12884662-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"JOSE MANUEL ROGERS;""5921804-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";""La Araucanía"";""Pucon"";""99047 2277"";""SUCURSAL PUCON, Pucon, La Araucanía"";"""";"""";""Retiro en tienda"";"""";"""";""JOSE MANUEL ROGERS"";"""";"""";""Bridgestone"";"""";"""""
"JUAN ANDRES ESTRADA ALFARO;""15613494-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone"";"""";"""""
"JUAN ANTONIO ARRIAGADA STUARDO;""13113885-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Motoz"";"""";"""""
"JUAN CARLOS MARTINEZ MADGE;""18638784-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson, Monkey"";"""";"""""
"JUAN CARLOS PITO VALDES;""17212399-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56966094906"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone"";"""";"""""
"JUAN CRISTOBAL MOSSO KRUUSE;""12853722-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"JUAN EDUARDO ESTEBAN QUIROZ AHUMADA;""17596962-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone"";"""";"""""
"JUAN ESCUDERO CALABRAN;""9971189-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Ipone, Motoz, Monkey"";"""";"""""
"JUAN FRANCISCO GOMEZ;""14114444-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"JUAN GUILLERMO ESCUDERO SPA;""77469077-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson, Ipone, Motoz, Shinko, Monkey"";"""";"""""
"JUAN PABLO MUNOZ ESPINOZA;""13600276-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Maule"";""Linares"";"""";""Avenida Ramon Olate 1006, local F -G, Linares, Maule"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
